ID,APLICACIÓN,AREA,SUB_ÁREA,DENOMINACIÓN,EUROS,FID
655,33546204,CULTURA,ARTES ESCÉNICAS,SUBV. AYTO. BREÑA BAJA CICLOS CÁMARA SALINAS Y EUSTAQUIO SICILIA,4000,534
973,41363200,"AGRICULTURA, GANADERIA Y PESCA",GANADERÍA,OBRAS FINCA Y ADQUISIC. MAQUIN.,15000,535
721,33846218,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. LOS LLANOS CONTIGO AL MEDIODIA,10000,536
795,34122612,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,PRESTACIÓN SERVICIOS COMUNICACIÓN Y REDES,7200,537
656,33546205,CULTURA,ARTES ESCÉNICAS,SUBV. AYTO. S/C DE LA PALMA FORMACIÓN TEATRAL,4000,538
974,41363900,"AGRICULTURA, GANADERIA Y PESCA",GANADERÍA,OTRAS INVERSIONES,5000,539
722,33848900,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. ASOC. VECINOS EL CABOCO HOYO DE MAZO FIESTA VALOR ETNOGRÁFICO BORRACHITO FOGATERO,4000,540
796,34122613,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,JUEGOS DEPORTIVOS Y CAMPAÑAS DEPORTIVAS,30000,541
657,33546206,CULTURA,ARTES ESCÉNICAS,SUBV. AYTO. VILLA DE GARAFÍA FORMACIÓN TEATRAL,4000,542
979,41448903,"AGRICULTURA, GANADERIA Y PESCA",DESARROLLO RURAL,SUBVENCIÓN ADER GASTOS DE FUNCIONAMIENTO,160000,543
723,33848902,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. ASOCIACIÓN AMIGOS CRUCES BARLOVENTO CELEBRACIÓN DÍA DE CANARIAS,3500,544
797,34122617,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,CURSOS DE NATACIÓN,19853,545
658,33546207,CULTURA,ARTES ESCÉNICAS,SUBV. AYTO. DE TIJARAFE. FORMACIÓN TEATRAL,4000,546
896,34262702,DEPORTES,INSTALACIONES DEPORTIVAS,INVERSIONES DEPORTES,30000,547
984,41621300,"AGRICULTURA, GANADERIA Y PESCA",LABORATORIO,REPARACIÓN MAQUINARIA,6000,548
985,41622104,"AGRICULTURA, GANADERIA Y PESCA",LABORATORIO,VESTUARIO,200,549
986,41622107,"AGRICULTURA, GANADERIA Y PESCA",LABORATORIO,MATERIAL TÉCNICO LABORATORIO,21400,550
987,41622699,"AGRICULTURA, GANADERIA Y PESCA",LABORATORIO,OTROS GASTOS DIVERSOS,2650,551
990,41642500,"AGRICULTURA, GANADERIA Y PESCA",LABORATORIO,CONV. CONSEJO SUPERIOR INVESTIG. CIENTÍFICAS PLAN DE TRANSFERENCIAS DE CONOCIMIENTOS,81000,552
993,41662300,"AGRICULTURA, GANADERIA Y PESCA",LABORATORIO,ADQUISICIÓN DE MAQUINARIA Y OBRAS,5000,553
998,41721200,"AGRICULTURA, GANADERIA Y PESCA",CENTRAL HORTOFRUTÍCOLA,CONSERVACIÓN Y REPARACIÓN EDIFICIOS,10000,554
999,41721300,"AGRICULTURA, GANADERIA Y PESCA",CENTRAL HORTOFRUTÍCOLA,CONSERVACIÓN Y REPARACIÓN MAQUINARIA,10000,555
1000,41722000,"AGRICULTURA, GANADERIA Y PESCA",CENTRAL HORTOFRUTÍCOLA,MATERIAL DE OFICINA,1000,556
1001,41722104,"AGRICULTURA, GANADERIA Y PESCA",CENTRAL HORTOFRUTÍCOLA,VESTUARIO,2000,557
1002,41722199,"AGRICULTURA, GANADERIA Y PESCA",CENTRAL HORTOFRUTÍCOLA,SUMINISTROS VARIOS,17000,558
1003,41722300,"AGRICULTURA, GANADERIA Y PESCA",CENTRAL HORTOFRUTÍCOLA,CENTRAL TRANSPORTES,1500,559
1004,41722400,"AGRICULTURA, GANADERIA Y PESCA",CENTRAL HORTOFRUTÍCOLA,PRIMA SEGURO,3500,560
1005,41722699,"AGRICULTURA, GANADERIA Y PESCA",CENTRAL HORTOFRUTÍCOLA,GASTOS DIVERSOS CENTRAL,2500,561
1006,41722706,"AGRICULTURA, GANADERIA Y PESCA",CENTRAL HORTOFRUTÍCOLA,PRESTACIÓN SERVICIOS,16000,562
1009,41762700,"AGRICULTURA, GANADERIA Y PESCA",CENTRAL HORTOFRUTÍCOLA,INVERSIONES CENTRAL HORTOFRUTÍCOLA,48700,563
1014,41922108,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",CAMPAÑA DESRATIZACIÓN Y CONTROL DE PLAGAS,70000,564
1015,41922709,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SERVICIO PARTES METEOROLÓGICOS Y CONTROL PLAGAS,1000,565
1018,41944900,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",APORTACIÓN SODEPAL PROYECTO CENTRO AGRODIVERSIDAD,65692,566
897,34263600,DEPORTES,INSTALACIONES DEPORTIVAS,ADQUISICIÓN EQUIPOS INFORMÁTICOS,2000,567
1019,41944901,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",APORTACIÓN SODEPAL PROYECTO MARÍTIMO PESQUERO,110937,568
659,33546208,CULTURA,ARTES ESCÉNICAS,SUBV. AYTO. DE FUENCALIENTE. FORMACIÓN TEATRAL,4000,569
798,34122619,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,ACTIVIDADES Y EVENTOS DEPORTIVOS,10500,570
724,33848909,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. ASOCIACIÓN CABALLOS FUFOS FIESTA VALOR ETNOGRÁFICO SAN MIGUEL Y CABALLOS FUFOS,1500,571
587,33362703,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,ACTUACIONES MUSEISTICAS Y CULTURALES,60000,572
592,33422602,CULTURA,PROMOCIÓN CULTURAL,PUBLICIDAD Y PROPAGANDA,10000,573
593,33422611,CULTURA,PROMOCIÓN CULTURAL,EXPOSICIONES CULTURALES,79000,574
594,33422612,CULTURA,PROMOCIÓN CULTURAL,FERIA DEL LIBRO CULTURA,20000,575
595,33422614,CULTURA,PROMOCIÓN CULTURAL,FERIA INSULAR DE ARTE,15000,576
596,33422616,CULTURA,PROMOCIÓN CULTURAL,GASTOS ORGANIZACIÓN PREMIOS CULTURA,20000,577
597,33422617,CULTURA,PROMOCIÓN CULTURAL,OTRAS ACTIVIDADES CULTURALES                 ,130000,578
598,33422618,CULTURA,PROMOCIÓN CULTURAL,CIRCUITO INSULAR DE CULTURA,110000,579
599,33422620,CULTURA,PROMOCIÓN CULTURAL,ENCUENTRO DE BANDAS DE MÚSICA SANTA CECILIA,10000,580
600,33422621,CULTURA,PROMOCIÓN CULTURAL,ENCUENTRO DE MÚSICA Y DANZA DE NAVIDAD,6000,581
601,33422622,CULTURA,PROMOCIÓN CULTURAL,ENCUENTRO DE ESCRITORES FÉLIX FRANCISCO CASANOVA,5600,582
602,33422623,CULTURA,PROMOCIÓN CULTURAL,PROYECTO CULTURAL LA PALMA CRECE,34000,583
603,33422625,CULTURA,PROMOCIÓN CULTURAL,PROYECTO LA PALMA ESCUELA DE CULTURA,169000,584
604,33422631,CULTURA,PROMOCIÓN CULTURAL,ORATORIA DE NOEL OP. 12,9000,585
605,33422633,CULTURA,PROMOCIÓN CULTURAL,JORNADAS VICTORIA SOBRE DRAKE,7500,586
606,33422635,CULTURA,PROMOCIÓN CULTURAL,FESTIVAL DE CINE ANIME LA PALMA,10000,587
607,33422706,CULTURA,PROMOCIÓN CULTURAL,ESTUDIOS Y TRABAJOS TÉCNICOS,5500,588
610,33446202,CULTURA,PROMOCIÓN CULTURAL,SUBVENCIÓN AYTO. S/C DE LA PALMA. TEATRO CIRCO DE MARTE,15000,589
611,33446203,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO BARLOVENTO,13000,590
612,33446204,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO BREÑA ALTA,13000,591
613,33446205,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO BREÑA BAJA,13000,592
614,33446206,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO FUENCALIENTE,13000,593
615,33446207,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO EL PASO,13000,594
616,33446208,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO LOS LLANOS DE ARIDANE,13000,595
617,33446209,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO PUNTAGORDA,13000,596
618,33446210,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO PUNTALLANA,13000,597
619,33446211,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO TAZACORTE,13000,598
620,33446212,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO SAN ANDRÉS Y SAUCES,13000,599
621,33446213,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO S/C DE LA PALMA,13000,600
622,33446214,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO VILLA DE GARAFÍA,13000,601
623,33446215,CULTURA,PROMOCIÓN CULTURAL,SUBV. ACADEMIA DE INSTRUMENTOS DE MÚSICA CLÁSICA - AYTO. VILLA DE MAZO,13000,602
624,33446216,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO TIJARAFE,13000,603
625,33446223,CULTURA,PROMOCIÓN CULTURAL,SUBV. AYTO. VILLA DE GARAFÍA PARA FESTIVAL DE LA PALABRA,6525,604
626,33446224,CULTURA,PROMOCIÓN CULTURAL,SUBV. AYTO. PUNTAGORDA FERIAS CULTURA DEL MUNDO,20000,605
627,33448903,CULTURA,PROMOCIÓN CULTURAL,SUBVENCION SOCIEDAD ESTUDIOS GENERALES PARA PUBLICACIONES,2500,606
628,33448904,CULTURA,PROMOCIÓN CULTURAL,SUBVENCION ASOC. CARTAS DIFERENTES PARA PUBLICACIONES,2500,607
629,33448905,CULTURA,PROMOCIÓN CULTURAL,"SUBVENCIÓN ASOCIACIÓN VERSADORES TALLER DE REPENTISMOS GTOS. PERSONAL, MANTENIMIENTO Y DESPLAZAMIENTO",4000,608
630,33448912,CULTURA,PROMOCIÓN CULTURAL,SUBV. CASA REGIONAL DE LA PALMA EN TENERIFE. IV SEMANA CULTURAL,2000,609
631,33448916,CULTURA,PROMOCIÓN CULTURAL,SUBV. ASOC. DIRECTORES BANDAS MUNICIPALES DE MÚSICA GASTOS FUNCIONAMIENTO,300,610
632,33448917,CULTURA,PROMOCIÓN CULTURAL,SUBV. PROYECTOS CULTURALES,60000,611
635,33464000,CULTURA,PROMOCIÓN CULTURAL,PREMIOS CULTURA,15850,612
636,33464001,CULTURA,PROMOCIÓN CULTURAL,PREMIOS PEREZ VIDAL,6000,613
641,33522613,CULTURA,ARTES ESCÉNICAS,FESTIVAL DE MÚSICA DE CANARIAS,7000,614
642,33522614,CULTURA,ARTES ESCÉNICAS,"CIRCUITO ISLAS DE MÚSICA, DANZA Y TEATRO",19000,615
643,33522615,CULTURA,ARTES ESCÉNICAS,PROYECCIONES DOCUMENTAL DEL MES,3000,616
644,33522617,CULTURA,ARTES ESCÉNICAS,UNA ISLA EN ESCENA,15000,617
645,33522618,CULTURA,ARTES ESCÉNICAS,PROYECTO ARTES ESCENICAS LA PALMA,11000,618
646,33522619,CULTURA,ARTES ESCÉNICAS,FESTIVAL DE DANZA EN LA PALMA,15000,619
660,33546209,CULTURA,ARTES ESCÉNICAS,SUBV. AYTO. PUNTAGORDA. FORMACIÓN TEATRAL,4000,620
799,34122621,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,CAMPUS LÚDICOS,10000,621
1020,41944902,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",APORTACIÓN SODEPAL PROYECTO PLANIFICACIÓN Y COMERCIALIZACIÓN,335949,622
898,34264100,DEPORTES,INSTALACIONES DEPORTIVAS,GASTOS EN APLICACIONES INFORMÁTICAS,4000,623
729,33922000,JUVENTUD,JUVENTUD,MATERIAL DE OFICINA. OFICINA INSULAR DE LA JUVENTUD,500,624
730,33922001,JUVENTUD,JUVENTUD,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",100,625
1021,41947901,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SUBV. C.R.D.O. QUESO PALMERO. PROMOCIÓN QUESO PALMERO,20000,626
731,33922201,JUVENTUD,JUVENTUD,COMUNICACIONES POSTALES JUVENTUD,100,627
800,34122622,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,MATERIAL DEPORTIVO ACTIVIDADES PROPIAS,4000,628
661,33546210,CULTURA,ARTES ESCÉNICAS,SUBV. AYTO. BREÑA BAJA. FORMACIÓN TEATRAL,4000,629
1022,41947904,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA","SUBV. C.R.D.O. DEL VINO DE LA PALMA, PROMOCIÓN VINOS DE LA PALMA",20000,630
732,33922600,JUVENTUD,JUVENTUD,GASTOS DIVERSOS JUVENTUD,2000,631
801,34122624,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,MONITORIZACIÓN ACTIVIDADES Y EVENTOS,4500,632
901,34276200,DEPORTES,INSTALACIONES DEPORTIVAS,SUBV. AYTO. BARLOVENTO CIRCUITO MOTOCROSS,4000,633
662,33546211,CULTURA,ARTES ESCÉNICAS,SUBV. AYTO. PUNTALLANA. FORMACIÓN TEATRAL,4000,634
1023,41948800,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",APORTACIÓN FUNDACIÓN ALHÓNDIGA,1500,635
733,33922602,JUVENTUD,JUVENTUD,PUBLICIDAD Y PROPAGANDA PARTICIPACIÓN JUVENTUD,2000,636
802,34122626,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,CONCENTRACIÓN DEPORTISTAS INTERNACIONALES EN LA PALMA,5000,637
906,41012000,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",SUELDOS GRUPO A1,40915,638
663,33546212,CULTURA,ARTES ESCÉNICAS,SUBV. AYTO. DE SAN ANDRÉS Y SAUCES. FORMACIÓN TEATRAL,4000,639
1024,41948900,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SUBVENCIONES AGR. GAN. Y PESCA,349000,640
1025,41948902,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",APORTACIÓN CENTRO I. DE AGRICULTURA BIOLÓGICA,39973,641
1026,41948903,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SUBV. COFRADIA PESCADORES NTA. SRA. DEL CARMEN GASTOS FUNCIONAMIENTO,26000,642
1027,41948904,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SUBV. COFRADIA PESCADORES NTRA. SRA. DE LAS NIEVES GASTOS FUNCIONAMIENTO,26000,643
1028,41948905,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SUBV. CONSEJO REGULADOR D.O. DEL QUESO PALMERO GASTOS FUNCIONAMIENTO,26000,644
1029,41948906,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SUBV. CONSEJO REGULADOR D.O. VINOS DE LA PALMA GASTOS FUNCIONAMIENTO,26000,645
1030,41948907,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SUBV. ASOC. AGROGANADERA EL FRESCAL PARA TRILLADO DE CEREAL,3500,646
1031,41948908,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SUBV. AGAP PROMOCIÓN PRODUCTOS PALMEROS,3500,647
1032,41948909,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SUBV. ASOC. AGROFIESTA ECOLÓGICA SOLIDARIA LA PALMA. GASTOS ORGANIZACIÓN AGROFIESTA,600,648
1033,41948910,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SUBV. ASOC. DE CATADORES EL ALMUD. GASTOS FUNCIONAMIENTO,1500,649
1034,41948911,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SUBV. ASOC. DE CAZADORES ADQUISICIÓN SEMILLAS CEREAL PARA RECUPERACIÓN CODORNIZ,3000,650
1035,41948912,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SUBV. ASOCAN SIMPOSIO PROTEAS,12900,651
1036,41948913,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",APORTAC. FUNDACIÓN RESERVA DE LA BIOSFERA. PROGRAMA CUSTODIA DEL TERRITORIO,5000,652
1037,41948914,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SUBV. ASOC. PERRO RATONERO PALMERTO (ARPE). ESTUDIO GENÉTICO,1800,653
1040,41978900,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SUBVENCIONES INVERSIONES SECTOR PRIMARIO,145000,654
1045,42022001,INDUSTRIA Y ENERGÍA,ADMINISTRACIÓN GENERAL DE INDUSTRIA Y ENERGÍA,"LIBROS, PRENSA, REVISTAS Y OTRAS COMUNICACIONES",200,655
1046,42022300,INDUSTRIA Y ENERGÍA,ADMINISTRACIÓN GENERAL DE INDUSTRIA Y ENERGÍA,TRANSPORTES Y MENSAJERÍA,237,656
907,41012001,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",SUELDOS GRUPO A2,185561,657
908,41012003,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",SUELDOS GRUPO C1,16242,658
803,34122628,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,CONTRATOS DE PATROCINIOS PUBLICITARIOS DEPORTIVOS,10000,659
909,41012004,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",SUELDOS GRUPO C2,154673,660
804,34122697,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,GASTOS CORRIENTES VELA,6000,661
664,33546213,CULTURA,ARTES ESCÉNICAS,SUBV. AYTO. BARLOVENTO. FORMACIÓN TEATRAL,4000,662
910,41012005,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",SUELDOS GRUPO E,8333,663
805,34122710,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SOCORRISMO ACUATICO MIRAFLORES EN ACTIVIDADES DEPORTIVAS,8560,664
665,33547901,CULTURA,ARTES ESCÉNICAS,"SUBVENCIÓN ARTIFEX PROART, S.L. FESTIVAL ZARZUELA",15000,665
911,41012006,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",TRIENIOS,85603,666
806,34122711,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SERVICIO DE PREVENCIÓN Y SEGURIDAD ACTIVIDADES Y EVENTOS DEPORTIVOS,9000,667
734,33922606,JUVENTUD,JUVENTUD,FORMACIÓN Y JORNADAS JUVENTUD,2000,668
735,33922610,JUVENTUD,JUVENTUD,ACTIVIDADES JUVENTUD,21000,669
736,33922611,JUVENTUD,JUVENTUD,PROGRAMA ATENCIÓN SEXUALIDAD JUVENIL,9000,670
737,33922612,JUVENTUD,JUVENTUD,CERTAMEN DE MÚSICA JOVEN SAPEROCKO ,15000,671
738,33922613,JUVENTUD,JUVENTUD,PROYECTO PREVENCIÓN ACOSO ESCOLAR Y PELIGROS REDES SOCIALES,24161,672
739,33922614,JUVENTUD,JUVENTUD,EDUCACIÓN VIAL PARA JOVENES,1500,673
740,33922615,JUVENTUD,JUVENTUD,PROYECTO TALLER ASTRONOMO JUVENIL,5000,674
743,33948101,JUVENTUD,JUVENTUD,"SUBVENCIONES ACTIVIDADES PARA JÓVENES, ASOCIACIONES",25000,675
744,33948103,JUVENTUD,JUVENTUD,CONSEJO INSULAR JUVENTUD (CONSTITUC Y GTOS. FUNCIONAMIENTO),3000,676
745,33948900,JUVENTUD,JUVENTUD,PREMIOS CERTAMEN DE MÚSICA JOVEN SAPEROCKO,5000,677
746,33948901,JUVENTUD,JUVENTUD,SUBV. ASOCIACIONES O ENTIDADES JUVENILES ,14000,678
749,33962500,JUVENTUD,JUVENTUD,ADQUISICIÓN MOBILIARIO Y ENSERES,1000,679
750,33962600,JUVENTUD,JUVENTUD,EQUIPOS PARA PROCESOS DE INFORMACIÓN,500,680
751,33962700,JUVENTUD,JUVENTUD,INVERSIONES JUVENTUD,5000,681
752,33965000,JUVENTUD,JUVENTUD,CONVENIO LOCAL DE ENSAYO SAPEROCKO,2000,682
755,33976200,JUVENTUD,JUVENTUD,SUBV. AYTO. BREÑA ALTA ACTUACIÓN INMUEBLE SEDE INSULAR DE JUVENTUD,14549,683
760,34012000,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,SUELDOS FUNCIONARIOS A1,16366,684
761,34012004,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,SUELDOS GRUPO C2,18197,685
762,34012006,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,TRIENIOS PERSONAL FUNCIONARIO,14373,686
